id,name,batch,date_announced,link,description,type,career_stage,personal_links,personal_info,mr_posts,project_links,embedding_description
1,Anonymous,1,2018-11-07,marginalrevolution.com/marginalrevolution/2018/11/emergent-ventures-grant-recipients.html,Anonymous grant for writing in Eastern Europe. ,Writing (Online),,-,-,-,-,"[-0.05316219851374626, 0.08313874155282974, -0.00018966993957292289, 0.029982203617691994, -0.11777721345424652, 0.019887110218405724, 0.007722487207502127, -0.027110911905765533, 0.07039523124694824, -0.0033619122114032507, 0.0060164970345795155, 0.011700384318828583, -0.041079822927713394, -0.0069641671143472195, -0.08919835090637207, 0.014655998907983303, -0.003962754271924496, -0.01583833619952202, 0.022450903430581093, -0.08203499019145966, 0.00371423177421093, -0.043249860405921936, 0.05899312347173691, -0.02455887384712696, 0.10155507922172546, -0.07312923669815063, -0.000605785462539643, -0.0997951328754425, 0.03173748403787613, 0.039356529712677, 0.021003728732466698, 0.01636132411658764, -0.04683491215109825, -0.07715121656656265, 0.09193922579288483, -0.012768249027431011, 0.04177112132310867, 0.02561846375465393, 0.026582123711705208, 0.022779569029808044, 0.0014701512409374118, -0.06307584047317505, 0.016462337225675583, 0.07286718487739563, 0.020608708262443542, 0.03235801309347153, -0.017459433525800705, 0.07907337695360184, -0.10782701522111893, -0.005164055619388819, 0.11194271594285965, -0.04118797928094864, 0.045967329293489456, -0.06946427375078201, -0.07443848252296448, -0.061783891171216965, 0.027307134121656418, 0.03906274959445, -0.08981909602880478, -0.018410155549645424, 0.002729873638600111, -0.009899885393679142, -0.07188685983419418, 0.028897447511553764, -0.015317676588892937, 0.022083722054958344, 0.019336238503456116, 0.05620698258280754, -0.04642731323838234, -0.0914270356297493, 0.045675743371248245, -0.05261166766285896, -0.030218180269002914, -0.015686484053730965, 0.07777046412229538, 0.031028177589178085, -0.08937657624483109, -0.01498956698924303, 0.0008947125752456486, -0.033678799867630005, 0.08074235171079636, 0.08474406599998474, -0.016842219978570938, 0.006964897736907005, 0.011408600024878979, 0.018669644370675087, 0.07773755490779877, -0.004903709050267935, 0.10468857735395432, 0.04015089198946953, -0.024575430899858475, -0.0749138742685318, 0.04845099523663521, 0.006734675727784634, -0.03955620154738426, -0.036096446216106415, 0.08850690722465515, 0.017217516899108887, -0.07579542696475983, 0.08667777478694916, -0.006581050343811512, 0.02121264487504959, 0.008979070000350475, -0.012902471236884594, 0.014369080774486065, 0.08434177190065384, 0.013827862218022346, -0.053088799118995667, 0.0021950160153210163, -0.03158232942223549, -0.06474607437849045, -0.02335570938885212, 0.011023213155567646, 0.014556918293237686, 0.008823361247777939, 0.02673145942389965, 0.035679228603839874, -0.04086530581116676, 0.10177416354417801, 0.02009357139468193, 0.015455286018550396, 0.035867657512426376, -0.023740040138363838, 0.01108529046177864, 0.03634541481733322, -0.020954743027687073, -0.015605809167027473, -3.06366649830615e-33, 0.05482857674360275, 0.07042746990919113, 0.006803602445870638, 0.0814795196056366, -0.013282734900712967, 0.019606690853834152, 0.05316432565450668, -0.02788950316607952, -0.12839347124099731, -0.04572276398539543, 0.012955916114151478, 0.0359041802585125, 0.08658992499113083, 0.03608430549502373, -0.057561758905649185, 0.023909498006105423, 0.08858686685562134, 0.05005740374326706, 0.09633000195026398, 0.02066940627992153, 0.1778879463672638, 0.013499830849468708, 0.06869426369667053, 0.026711639016866684, 0.055421292781829834, -0.002508660778403282, -0.0603790245950222, -0.0923469066619873, 0.08145996928215027, 0.020142972469329834, 0.019798284396529198, -0.021009817719459534, 0.007908525876700878, -0.0987997055053711, -0.050852350890636444, 0.010197199881076813, -0.008195554837584496, -0.08693353831768036, 0.03707728534936905, -0.024562712758779526, -0.016355838626623154, -0.020985856652259827, 0.06312396377325058, -0.05014926940202713, 0.03791388124227524, 0.03378010541200638, 0.05869777128100395, 0.01889786310493946, 0.022678086534142494, 0.02719585970044136, -0.07751782983541489, -0.005060267169028521, -0.09225218743085861, -0.0007088956190273166, 0.0067468141205608845, 0.023673998191952705, 0.006145032122731209, 0.043279435485601425, 0.005884076468646526, -0.06531238555908203, 0.05240821838378906, 0.124013751745224, -0.06415341049432755, 0.011442308314144611, -0.024695778265595436, -0.05784156173467636, -0.04034831002354622, -0.008122016675770283, 0.02720027044415474, -0.08592943102121353, -0.005657528061419725, -0.010012498125433922, 0.014316503889858723, 0.0501050241291523, -0.08316446840763092, -0.0003943828050978482, 0.03452789783477783, -0.0017265056958422065, 0.020998822525143623, 0.013212698511779308, -0.02523672580718994, 0.011752667836844921, -0.039614953100681305, 0.046142857521772385, -0.005110185127705336, 0.041051819920539856, 0.020287824794650078, -0.006419125944375992, 0.006186692044138908, -0.0576215535402298, -0.06587403267621994, -0.019483746960759163, 0.03045858070254326, -0.07993416488170624, -0.055491574108600616, 1.3777290621671424e-33, -0.012114218436181545, -0.033188167959451675, -0.03827301412820816, 0.01399171631783247, 0.05266765505075455, 0.03806259110569954, -0.040726520121097565, -0.014366338029503822, 0.08609046041965485, 0.09433635324239731, -0.06146484985947609, 0.004832593724131584, 0.08075786381959915, 0.008112498559057713, 0.024456312879920006, -0.05968952924013138, 0.00723574124276638, 0.07248996198177338, -0.011268296279013157, 0.014216470532119274, -0.016852065920829773, 0.0634722113609314, 0.012824483215808868, 0.00868811272084713, 0.10879296064376831, -0.031785644590854645, -0.0157113429158926, 0.008613762445747852, -0.14193454384803772, 0.037493184208869934, -0.07680201530456543, 0.041827406734228134, -0.052903078496456146, -0.033680256456136703, -0.1174694076180458, -0.00884395930916071, 0.049865029752254486, -0.01874159835278988, -0.08072025328874588, 0.03572189062833786, -0.008788412436842918, 0.0026485356502234936, 0.06106427311897278, 0.016483942046761513, -0.020260799676179886, 0.0035827558021992445, -0.09765268862247467, -0.01304651889950037, 0.047234341502189636, -0.032907526940107346, -0.01389152742922306, -0.017986884340643883, 0.04530953988432884, 0.031402021646499634, 0.021867981180548668, -0.002591607626527548, 8.449832239421085e-05, -0.08578141778707504, 0.07344792038202286, 0.04243222624063492, 0.0515744574368, 0.07618822902441025, -0.07539205998182297, 0.07206472754478455, 0.008780845440924168, -0.17225392162799835, -0.017180485650897026, 0.027172965928912163, -0.05895505100488663, -0.007084640674293041, 0.1254347562789917, -0.027946539223194122, 0.024761226028203964, 0.005776599515229464, 0.07375302910804749, 0.09149834513664246, 0.04299541190266609, 0.05066380277276039, -0.037084437906742096, -0.0240918081253767, 0.020851051434874535, -0.06204612925648689, -0.02499982714653015, 0.03385196253657341, 0.06801184266805649, -0.047109611332416534, 0.022593442350625992, -0.0713176503777504, 0.06496933847665787, 0.018431149423122406, -0.0805983766913414, -0.01875677891075611, 0.07647628337144852, 0.028405101969838142, 0.03940949589014053, -1.605202548660145e-08, 0.03271030634641647, -0.02464096061885357, -0.03845334053039551, 0.02695547416806221, -0.07728835195302963, -0.03322789818048477, -0.04281015321612358, -0.03603610396385193, -0.091214120388031, -0.00846901535987854, -0.00820047315210104, -0.037266332656145096, -0.008945915848016739, -0.07567833364009857, -0.0525423139333725, -0.03756510838866234, 0.008865321055054665, -0.001658114604651928, -0.023600371554493904, 0.01808760315179825, 0.027777506038546562, 0.04268019273877144, -0.06654112786054611, -0.09231284260749817, -0.05753036588430405, 0.018060199916362762, 0.0565553680062294, -0.028966296464204788, -0.01932159811258316, -0.04961573705077171, 0.012170829810202122, 0.039084985852241516, 0.0744190439581871, 0.010068437084555626, -0.05456298962235451, 0.049110788851976395, -0.03795449063181877, 0.08620120584964752, -0.08521280437707901, 0.044620394706726074, -0.03059409372508526, 0.026398401707410812, 0.04148600995540619, -0.05368766561150551, -0.02530486136674881, 0.013912901282310486, -2.059789221675601e-05, -0.12111476063728333, 0.025308461859822273, -0.004541272297501564, 0.004536916967481375, -0.002515187254175544, 0.03316716477274895, 0.03723954036831856, 0.0774776041507721, 0.0029072014149278402, 0.03221243992447853, -0.005880923941731453, -0.008378912694752216, 0.01806415058672428, 0.044264569878578186, -0.029111655429005623, -0.051827847957611084, -0.04559414088726044]"
2,Topos House,1,2018-11-07,marginalrevolution.com/marginalrevolution/2018/11/emergent-ventures-grant-recipients.html,"Pledged grant to San Francisco’s Topos House, conditional on finding a “social science prodigy” to live in the house for a while and interact with the other Topos fellows.",Non profit,,-,-,-,retreat.topos.house/,"[0.006562241353094578, 0.014798833057284355, -0.013638867996633053, -0.01567830704152584, 0.026407264173030853, -0.03893505409359932, 0.0012512382818385959, 0.014690658077597618, -0.05730292573571205, 0.029718482866883278, -0.056757792830467224, -0.012793047353625298, -0.011619789525866508, -0.017867207527160645, -0.009255614131689072, 0.03640830144286156, -0.021068016067147255, -0.03974447026848793, 0.1105227842926979, -0.026964129880070686, -0.006125344894826412, -0.015163043513894081, -0.079425148665905, 0.016439875587821007, 0.06296314299106598, 0.01955617219209671, 0.01372624933719635, -0.0029998207464814186, 0.001030645566061139, 0.09376413375139236, 0.05105633661150932, 0.06414961814880371, 0.009953520260751247, 0.01091545820236206, 0.03413543477654457, 0.0912599116563797, 0.08073130249977112, 0.0052278004586696625, 0.006416440475732088, -0.026338864117860794, -0.014550425112247467, -0.03592010214924812, 0.055394452065229416, 0.04368642717599869, -0.05206027254462242, 0.014514464884996414, -0.005430890712887049, -0.07038304954767227, 0.006790525745600462, -0.09021484851837158, -0.06679008901119232, -0.06970568001270294, 0.05712016671895981, 0.022669916972517967, -0.015665043145418167, 0.1522955298423767, 0.06852380931377411, -0.027830427512526512, -0.0252610482275486, -0.01839681714773178, -0.029367918148636818, -0.10006890445947647, -0.007683760952204466, 0.036997050046920776, 0.12480758875608444, 0.03894573077559471, -0.019586173817515373, 0.10651718080043793, 0.04507996141910553, -0.055970899760723114, 0.09492116421461105, 0.03473035991191864, 0.020606162026524544, -0.021565226837992668, 0.09689703583717346, -6.918103281350341e-06, 0.03044096566736698, -0.004876382648944855, 0.10532721877098083, -0.05696481093764305, -0.008212298154830933, 0.019146885722875595, -0.039128828793764114, -0.03450863063335419, -0.03787832334637642, 0.05424657091498375, -0.019728191196918488, -0.03129418566823006, -0.026780439540743828, 0.09105676412582397, 0.011115241795778275, -0.08625193685293198, -0.006792335771024227, -0.12584812939167023, -0.07065305858850479, 0.008629817515611649, -0.04706916958093643, -0.07029106467962265, -0.0936896950006485, 0.043643590062856674, -0.10334319621324539, 0.02141568809747696, 0.02913432940840721, -0.022937878966331482, 0.02765572816133499, 0.05219409614801407, 0.07633291184902191, -0.00260367919690907, 0.08934604376554489, 0.03495205566287041, -0.06470541656017303, -0.0465688556432724, 0.05170483887195587, 0.06301635503768921, -0.017003299668431282, 0.0241173654794693, 0.06227023899555206, 0.0036782703828066587, 0.04477115720510483, -0.10050973296165466, 0.038459159433841705, -0.011090250685811043, -0.016150062903761864, -0.12994883954524994, 0.006837265565991402, -0.023341823369264603, -0.03618970885872841, -3.0179065236095537e-33, 0.024537978693842888, 0.07875749468803406, -0.0031600268557667732, 0.04372938349843025, 0.03194711357355118, -0.023616308346390724, 0.02097761444747448, -0.006164401303976774, -0.09331963211297989, 0.05015895143151283, 0.05204134061932564, 0.04904388636350632, 0.004608598537743092, 0.0714443102478981, -0.005779252387583256, 0.028245186433196068, -0.015022935345768929, -0.004838528111577034, -0.03226984292268753, 0.005649907048791647, 0.07145432382822037, 0.019699614495038986, -0.05301322042942047, -0.0007738240528851748, 0.009801843203604221, -0.05832595005631447, 0.001779998536221683, -0.03813999518752098, 0.07466349005699158, 0.010220414027571678, -0.057491809129714966, 0.13852086663246155, -0.024728061631321907, -0.023625832051038742, 0.04095049202442169, -0.03447384387254715, 0.02637416310608387, -0.05989930033683777, 0.02109827660024166, -0.07809614390134811, 0.043900713324546814, 0.0909351110458374, 0.0761362686753273, 0.03209889680147171, -0.005517544224858284, 0.011968784034252167, 0.11741605401039124, -0.05833260715007782, 0.061302561312913895, 0.01905638910830021, -0.11535804718732834, -0.03871577978134155, -0.06258802115917206, -0.05084601417183876, 0.030597763136029243, -0.042535554617643356, -0.031394049525260925, -0.013156418688595295, 0.024988960474729538, -0.07720885425806046, 0.04531318321824074, -0.007363451179116964, -0.03075580857694149, 0.04319794848561287, -0.033381011337041855, -0.07110556960105896, 0.01474972628057003, 0.00028979950002394617, 0.08993954956531525, -0.009456612169742584, 0.0005044270073994994, 0.010824707336723804, -0.08231545984745026, -0.0422014482319355, -0.10844376683235168, -0.02185634896159172, 0.0012951764510944486, -0.011100281961262226, -0.003079199930652976, 0.014903305098414421, 0.11281699687242508, -0.028520766645669937, 0.004405918996781111, 0.08290088176727295, 0.12752388417720795, 0.08225654065608978, 0.030936969444155693, -0.020503340288996696, -0.018116701394319534, 0.0012181419879198074, -0.026060331612825394, -0.0476766936480999, 0.11177872121334076, -0.005961447488516569, -0.12548263370990753, 9.382557135973488e-34, -0.061373043805360794, -0.05636811628937721, 0.051927193999290466, -0.05456516146659851, 0.09674044698476791, 0.05231299251317978, -0.022276852279901505, -0.08407087624073029, 0.014506695792078972, 0.06240732595324516, 0.002191544510424137, 0.010518779046833515, 0.11796325445175171, -0.05034974589943886, 0.03942354768514633, -0.05048063397407532, -0.04121202602982521, -0.03205671161413193, -0.0334482304751873, -0.051196496933698654, 0.03519068658351898, 0.08404865115880966, -0.02936526946723461, 0.011133408173918724, 0.05514523759484291, -0.030503492802381516, 0.008721358142793179, 0.09360341727733612, -0.11129678785800934, 0.08421778678894043, -0.003528554691001773, -0.020826078951358795, -0.05586250126361847, 0.048224952071905136, -0.03695284202694893, 0.050068583339452744, 0.02810250222682953, -0.028752071782946587, -0.09978082031011581, 0.007636875845491886, 0.01519925706088543, -0.047795943915843964, 0.025556392967700958, 0.024672918021678925, -0.02288835681974888, 0.006696982309222221, -0.12228097021579742, 0.03050885535776615, -0.044788431376218796, -0.006679337937384844, 0.005479864776134491, 0.014199407771229744, -0.016605103388428688, -0.023690426722168922, 0.041106291115283966, 0.00291497097350657, -0.02034933865070343, 0.020204370841383934, -0.03342825546860695, 0.026102613657712936, 0.02294367365539074, -0.016787586733698845, -0.039866965264081955, 0.08368300646543503, -0.0024179862812161446, -0.06195507198572159, -0.0600808784365654, 0.05291727930307388, -0.11658675968647003, 0.024055562913417816, 0.03121722862124443, 0.04337920621037483, 0.03147841617465019, -0.04027664661407471, 0.0015847730683162808, -0.0025241347029805183, 0.004021536558866501, 0.01951579563319683, -0.007121179718524218, -0.01682022586464882, -0.05332992970943451, -0.017307598143815994, -0.05611362308263779, 0.03362148627638817, 0.052528344094753265, -0.05226679891347885, 0.01780819706618786, -0.032344043254852295, 0.002180255251005292, -0.04940759390592575, -0.04390135407447815, 0.03685377538204193, -0.02606651745736599, -0.0646033063530922, -0.0022249347530305386, -2.8377106886523507e-08, 0.070274218916893, -0.08643712103366852, 0.0010478615295141935, -0.014864242635667324, -0.03826543688774109, 0.029801879078149796, 0.004343414679169655, -0.008068340830504894, -0.010514678433537483, 0.05947311222553253, -0.050507836043834686, 0.028857149183750153, 0.08546313643455505, -0.05285966023802757, 0.001083514653146267, -0.07203973084688187, 0.013362305238842964, -0.011515817604959011, -0.08001912385225296, 0.0319959856569767, 0.016187580302357674, -0.013954458758234978, 0.03406427428126335, 0.012703929096460342, -0.07432699203491211, -0.028641926124691963, 0.044086113572120667, -0.032724689692258835, -0.03951243311166763, 0.08061793446540833, -0.04115111008286476, -0.018841860815882683, -0.07927515357732773, 0.0007851033005863428, 0.06910520792007446, -0.0008234735578298569, -0.10407301038503647, 0.014290361665189266, 0.019032401964068413, -0.0007734901155345142, -0.0006157990428619087, -0.007796758320182562, 0.0001762772153597325, 0.042534783482551575, -0.01654931902885437, 0.02960275486111641, -0.015276806429028511, -0.03229033574461937, 0.03352399542927742, 0.0198353361338377, 0.012639809399843216, 0.02561565302312374, -0.02844363823533058, -0.03792702406644821, 0.10173355042934418, -0.008232329972088337, 0.040379203855991364, 0.048383306711912155, -0.029746606945991516, 0.057608962059020996, 0.1027296781539917, -0.018569201231002808, -0.10103370994329453, 0.022892892360687256]"
3,18-year-old economics prodigy,1,2018-11-07,marginalrevolution.com/marginalrevolution/2018/11/emergent-ventures-grant-recipients.html,"Travel grant made to 18-year-old economics prodigy, to travel to San Francisco to meet with members of the “rationality community.”",Travel,High school,-,-,-,-,"[0.08496373891830444, 0.0571238212287426, -0.01860135607421398, 0.07028470188379288, -0.010926677845418453, 0.03272319585084915, 0.1065453514456749, 0.011735517531633377, -0.026708537712693214, -0.020764850080013275, -0.03530349209904671, -0.02767699584364891, -0.0701027661561966, 0.043170202523469925, -0.03650899603962898, 0.08695908635854721, -0.01024026982486248, -0.08263213187456131, 0.007610587403178215, -0.02276179939508438, 0.005902082193642855, -0.047347623854875565, -0.07336501777172089, -0.03567355126142502, 0.056287989020347595, 0.0475359708070755, -0.0005130790523253381, 0.00030431710183620453, 0.04741903021931648, 0.11920388787984848, 0.07418257743120193, 0.11561159044504166, -0.004186025355011225, -0.0084256362169981, 0.06707436591386795, 0.0770806297659874, 0.08015702664852142, -0.0059773665852844715, 0.019429532811045647, 0.022775445133447647, -0.06214071437716484, -0.006327739451080561, 0.022115185856819153, 0.04006550461053848, 0.006273740436881781, -0.1063336580991745, 0.031015127897262573, 0.004202470649033785, 0.04834188148379326, -0.055419113487005234, -0.042679183185100555, -0.053944461047649384, 0.08144926279783249, -0.04212317615747452, 0.017747458070516586, 0.1112859770655632, 0.005314594600349665, -0.012532168999314308, -0.055806953459978104, -0.04564625024795532, -0.05191868916153908, -0.0974053367972374, -0.00827921275049448, 0.0012476585106924176, -0.025943240150809288, 0.00850800983607769, -0.022613544017076492, -0.003439898369833827, 0.023745888844132423, -0.10092001408338547, 0.046030160039663315, 0.04259045794606209, -0.08886931836605072, -0.013191702775657177, 0.09436062723398209, -0.004779389128088951, 0.04563520848751068, 0.07727828621864319, 0.024093495681881905, -0.06746229529380798, 0.07701355963945389, 0.029428869485855103, -0.07180137932300568, -0.032059188932180405, -0.02710706554353237, -0.024447236210107803, -0.004220710601657629, -0.0418364517390728, 0.011148813180625439, 0.12051890045404434, 0.0013298830017447472, 0.011671719141304493, -0.019267534837126732, -0.08295821398496628, 0.017428793013095856, -0.00531722279265523, -0.001999977743253112, -0.05802689492702484, -0.0028363356832414865, 0.06678417325019836, -0.0013587184948846698, 0.10989940911531448, 0.024147937074303627, 0.0064079901203513145, -0.01612880825996399, 0.06610554456710815, 0.04723679646849632, 0.032095860689878464, 0.06070294603705406, 0.07658849656581879, -0.015103890560567379, -0.027444038540124893, 0.03297092393040657, 0.06565456092357635, -0.037604425102472305, 0.01767558790743351, -0.08908390253782272, 0.01871306449174881, -0.004510507453233004, -0.016976550221443176, 0.04436858743429184, 0.0019198514055460691, -0.04352180287241936, -0.029401835054159164, -0.06602705270051956, -0.05976427346467972, -0.04193372651934624, -5.4219173673159066e-33, -0.023337796330451965, 0.04024404287338257, -0.03098287060856819, 0.05864277854561806, 0.04560256749391556, 0.011792022734880447, -0.00722607271745801, -0.0224374420940876, -0.10226383805274963, -0.012614961713552475, 0.058246586471796036, 0.06853609532117844, 0.08824031054973602, 0.05264807492494583, -0.0086892731487751, 0.028581103309988976, -0.05833863094449043, -0.02413991093635559, 0.065229631960392, -0.014375508762896061, 0.0646577849984169, -0.06758152693510056, 0.0003653072926681489, -0.01222692709416151, 0.06704087555408478, -0.08818720281124115, -0.035096172243356705, 0.0038373898714780807, 0.1642930954694748, 0.0020192626398056746, -0.11634072661399841, 0.11279042810201645, -0.021271206438541412, -0.057191770523786545, -0.006851503625512123, 0.01547917164862156, 0.03459008038043976, -0.06231669336557388, 0.042493078857660294, -0.0717129334807396, -0.023494256660342216, 0.02377278357744217, 0.0014401866355910897, 0.06247264891862869, -0.0064247683621943, 0.058763016015291214, 0.11453990638256073, -0.05555007979273796, 0.016447562724351883, 0.03226466104388237, -0.17870904505252838, -0.033689964562654495, -0.020360369235277176, -0.10075414925813675, -0.03182462602853775, -0.07676326483488083, -0.07134292274713516, 0.0004199208924546838, -0.04967149347066879, -0.06520328670740128, 0.06186743825674057, 0.0990041121840477, -0.023393595591187477, 0.03908390924334526, -0.04510778933763504, -0.03632044047117233, 0.0624694786965847, 0.020167257636785507, 0.06805798411369324, -0.016481725499033928, 0.024393996223807335, 0.035259321331977844, -0.03758992254734039, -0.019601957872509956, -0.08171745389699936, -0.04769308120012283, -0.013130185194313526, 0.01589440181851387, 0.0016029353719204664, 0.0006507913931272924, 0.02693796344101429, -0.03346952423453331, 0.0283895842730999, 0.027754221111536026, 0.026537615805864334, 0.09393012523651123, 0.021722061559557915, -0.02713705040514469, 0.06240231916308403, -0.10533541440963745, -0.006272373255342245, -0.0680178701877594, 0.04950004070997238, 0.012678268365561962, -0.08985110372304916, 1.0857132147133506e-33, -0.02010433003306389, -0.038977306336164474, 0.08858723938465118, -0.035030659288167953, 0.0872676819562912, -0.02303825132548809, -0.012622288428246975, -0.1005859449505806, 0.11008971929550171, 0.03855176270008087, -0.07954233139753342, 0.01603982411324978, 0.052095070481300354, -0.027956707403063774, 0.02092736028134823, -0.03478338569402695, 0.032725222408771515, 0.002789571648463607, -0.04133596643805504, -0.05688699334859848, 0.055600348860025406, 0.10681819915771484, -0.01913422718644142, -0.038533199578523636, 0.05658196657896042, 0.01817452162504196, 0.04014575853943825, -0.05135999247431755, -0.12062261253595352, 0.08846622705459595, 0.009206578135490417, 0.027671396732330322, 0.018205249682068825, -0.03881566599011421, -0.07345078140497208, 0.09699856489896774, -0.0010487564140930772, -0.012754378840327263, -0.029126983135938644, 0.020463015884160995, 0.01098200585693121, -0.06512277573347092, 0.06170615181326866, 0.005948669742792845, 0.012945925816893578, 0.012397072277963161, -0.030006077140569687, 0.000994382775388658, 0.03539648279547691, -0.028298648074269295, -0.0023105049040168524, 0.0597248300909996, 0.04352397099137306, 0.04430553317070007, -0.00263016065582633, 0.01668728142976761, -0.04941422864794731, -0.03019736334681511, 0.03392867371439934, -0.007641167845577002, -0.016706228256225586, -0.030914682894945145, -0.0009584024082869291, 0.043553102761507034, -0.049736399203538895, -0.10942047834396362, 0.015814412385225296, -0.012555108405649662, -0.028294852003455162, -9.448140190215781e-05, 0.011740204878151417, 0.0483739897608757, -0.016652217134833336, 0.03672409430146217, -0.04247976467013359, 0.02903370000422001, 0.03354616090655327, 0.07150308787822723, -0.03256605565547943, 0.032080356031656265, 0.04274061322212219, 0.02481883391737938, 0.006749250926077366, 0.00013676562230102718, -0.00018485593318473548, -0.08797664195299149, -0.023408889770507812, -0.07395607978105545, -0.019557401537895203, 0.011295827105641365, -0.04492897912859917, -0.07785912603139877, -0.05876796692609787, -0.06287381052970886, -0.06694891303777695, -2.818013200567293e-08, 0.05034307390451431, -0.03457143157720566, -0.07842295616865158, -0.03225809335708618, -0.004438898991793394, 0.012378004379570484, -0.07661733031272888, 0.032100893557071686, -0.03787431865930557, 0.04691854119300842, -0.0828147679567337, 0.04824000224471092, 0.0017500845715403557, 0.02976977825164795, -0.005861375480890274, -0.06615998595952988, 0.017284395173192024, 0.049202002584934235, -0.06404474377632141, -0.01580352894961834, 0.03687414154410362, 0.03590875864028931, -0.0027001958806067705, -0.012082807719707489, -0.021250374615192413, -0.007204629946500063, -0.03192271292209625, -0.034624215215444565, -0.08746872842311859, -0.029204819351434708, -0.07592803239822388, 0.023986555635929108, -0.06822788715362549, -0.008947983384132385, 0.04181469604372978, -0.03774034604430199, -0.0684523954987526, -0.026854783296585083, -0.01445748284459114, 0.011710320599377155, 0.012849565595388412, 0.05953982099890709, -0.01552634872496128, 0.021306276321411133, -0.04381782189011574, 0.004844444803893566, -0.07163670659065247, 0.006313882302492857, 0.003942443989217281, 0.05914696305990219, 0.015044224448502064, 0.022156808525323868, 0.008315879851579666, -0.045879390090703964, 0.0947592481970787, -0.03522532433271408, -0.06440797448158264, -0.009078572504222393, -0.07853474467992783, 0.04062357172369957, 0.0018272720044478774, 0.05476078763604164, -0.002376988297328353, -0.044054944068193436]"
